caution_ranking,to_remove,id,author,quote,char_count
4,x,1797,Akka Mahadevi,"I have fallen in love, O mother, with the Beautiful One, who knows no death, knows no decay and has no form.",108
5,x,1798,Akka Mahadevi,"I have fallen in love, O mother, with the Beautiful One, who has no middle, has no end, has no parts and has no features.",121
2,,1799,Akka Mahadevi,"I have fallen in love, O mother, with the Beautiful One, who knows no birth and knows no fear.",94
7,x,1800,Akka Mahadevi,"I have fallen in love, O mother, with the Beautiful One, who is without any family, without any country and without any peer; Chennamallikarjuna, the Beautiful, is my husband. Fling into the fire the husbands who are subject to death and decay.",244
7,x,1801,Akka Mahadevi,"He bartered my heart, looted my flesh, claimed as tribute my pleasure, took over all of me. I'm the woman of love for my lord, white as jasmine.",144
5,x,1802,Akka Mahadevi,"Like a silkworm weaving her house with love from her marrow, and dying in her body's threads winding tight, round and round, I burn desiring what the heart desires. Cut through, O Lord, my heart's greed, and show me your way out, O Lord white as jasmine.",254
2,,1803,Akka Mahadevi,"Breath for fragrance, who needs flowers? With peace, patience, forgiving and self-command, who needs the Ultimate Posture? The whole world become oneself, who needs solitude, O lord white as jasmine.",199
3,x,1804,Sri Aurobindo,The Divine Truth is greater than any religion or creed or scripture or idea or philosophy.,90
4,x,1805,Sri Aurobindo,"All religions have some truth in them, but none has the whole truth; all are created in time and finally decline and perish.",124
2,,1806,Sri Aurobindo,"When mind is still, then truth gets her chance to be heard in the purity of the silence.",88
2,,1807,Sri Aurobindo,"A thought is an arrow shot at the truth; it can hit a point, but not cover the whole target.",92
2,,1808,Sri Aurobindo,Our human knowledge is a candle burnt on a dim altar to a sun-vast Truth.,73
4,x,1809,Sri Aurobindo,"There are two allied powers in man; knowledge and wisdom. Knowledge is so much of the truth seen in a distorted medium as the mind arrives at by groping, wisdom what the eye of divine vision sees in the spirit.",210
2,,1810,Sri Aurobindo,True knowledge is not attained by thinking. It is what you are; it is what you become.,86
4,x,1811,Sri Aurobindo,"What men call knowledge, is the reasoned acceptance of false appearances. Wisdom looks behind the veil and sees.",112
4,x,1812,Sri Aurobindo,The supreme state of human love is... the unity of one soul in two bodies.,74
2,,1813,Sri Aurobindo,"Love is the keynote, Joy is the music, Knowledge is the performer, the Infinite All is the composer and audience.",113
4,x,1814,Sri Aurobindo,"The whole world yearns after freedom, yet each creature is in love with his chains; this is the first paradox and inextricable knot of our nature.",146
6,x,1815,Sri Aurobindo,"One can have a psychic feeling of love for someone, a universal love for all creatures, but one has to give oneself only to the Divine.",135
3,x,1816,Sri Aurobindo,"The Divine Love, unlike the human, is deep and vast and silent; one must become quiet and wide to be aware of it and reply to it.",129
4,x,1817,Sri Aurobindo,"Love leads us from the suffering of division into the bliss of perfect union, but without losing that joy of the act of union which is the soul's greatest discovery and for which the life of the cosmos is a long preparation.",224
3,x,1818,Sri Aurobindo,"Beauty is the special divine Manifestation in the physical as Truth is in the mind, Love in the heart, Power in the vital.",122
3,x,1819,Sri Aurobindo,Beauty is the way in which the physical expresses the Divine -- but the principle and law of Beauty is something inward and spiritual and expresses itself through the form.,172
2,x,1820,Sri Aurobindo,"Beauty is Ananda taking form -- but the form need not be a physical shape. One speaks of a beautiful thought, a beautiful act, a beautiful soul. What we speak of as beauty is Ananda in manifestation; beyond manifestation beauty loses itself in Ananda or, you may say, beauty and Ananda become indistinguishably one.",315
4,x,1821,Sri Aurobindo,"To find highest beauty is to find God; to reveal, to embody, to create, as we say, highest beauty is to bring out of our souls the living image and power of God.",161
4,x,1822,Sri Aurobindo,The highest aim of the aesthetic being is to find the Divine through beauty; the highest Art is that which by an inspired use of significant and interpretative form unseals the door of the spirit.,196
2,,1823,Tukaram,"Truth is the only freedom; untruth is bondage, there is no secret like this.",76
5,x,1824,Tukaram,The essence of the endless Vedas is this: Seek the shelter of God and repeat His name with all thy heart.,105
2,,1825,Tukaram,"Merit consists in doing good to others, sin in doing harm to others. There is no other pair comparable to this.",111
2,,1826,Tukaram,"Saintliness is not to be purchased in shops, nor is it to be had for wandering, nor in cupboards, nor in deserts, nor in forests.",129
2,,1827,Tukaram,Words are the only Jewels I possess; Words are the only Clothes that I wear; Words are the only food That sustains my life; Words are the only wealth I distribute among people.,176
3,x,1828,Tukaram,"A beggar at thy door, pleading I stand; Give me an alms, O God, love from thy loving hand.",90
2,,1829,Tukaram,With love you lead me by the hand and stay with me wherever I go.,65
3,x,1830,Tukaram,The path of love is the path of devotion to God.,48
3,x,1831,Tukaram,Let others wear fine clothes to please the Lord. I offer only my naked heart.,77
2,,1832,Tukaram,My cart is light now. I have thrown away all but love.,54
4,x,1833,Tukaram,"The shell of the coconut is hard, but the inside is excellent. In accordance with this, remember, that purity inside is what we aim at. The jackfruit has a thorny rind, but it is sweet within. The sugarcane is hard and black without but it is well flavored and sweet within. Our food owes its flavor to salt. The value of a thing depends on its inner qualities; what do its faults outside matter?",396
5,x,1834,Tukaram,"Without a worshipper, how can God assume a form and accept service? The one makes the other beautiful, as a gold setting shows off a jewel.",139
2,,1835,Tukaram,"Smaller than the smallest mote, All embracing as the heavens, I finally see the world as it is -- All appearance but a dream.",125
2,,1836,B. R. Ambedkar,Reason and judgment are the only means to understand truth.,59
2,,1837,B. R. Ambedkar,Nothing is infallible. Nothing is binding forever. Everything is subject to inquiry and examination.,100
3,x,1838,B. R. Ambedkar,"Religion must mainly be a matter of principles only. It cannot be a matter of rules. The moment it degenerates into rules, it ceases to be a religion, as it kills responsibility which is an essence of the true religious act.",224
4,x,1839,B. R. Ambedkar,Indifferentism is the worst kind of disease that can affect people.,67
2,,1840,B. R. Ambedkar,"Freedom of mind is the real freedom. A person whose mind is not free, though he may not be in chains, is a slave, not a free man.",129
4,x,1841,B. R. Ambedkar,The relationship between husband and wife should be one of closest friends.,75
2,,1842,B. R. Ambedkar,"I like the religion that teaches liberty, equality and fraternity.",66
2,,1843,B. R. Ambedkar,A just society is that society in which ascending sense of reverence and descending sense of contempt is dissolved into the creation of a compassionate society.,160
2,,1844,B. R. Ambedkar,"It is disgraceful to live at the cost of one's self-respect. Self-respect is the most vital factor in life. Without it, man is a cipher.",136
2,,1845,B. R. Ambedkar,Learn to live in this world with self-respect.,46
2,,1846,B. R. Ambedkar,Man is mortal. Everyone has to die some day or the other. But one must resolve to lay down one's life in enriching the noble ideals of self-respect and in bettering one's human life.,182
2,,1847,Faiz Ahmed Faiz,"Speak, for your lips are free; / Speak, your tongue is still your own; / This straight body still is yours, / Speak, your life is still your own.",145
5,x,1848,Faiz Ahmed Faiz,"We shall see / Certainly we, too, will see / That promised day-- / That day ordained / When these colossal mountains / Of tyranny and oppression / Will explode into wisps of hay.",178
4,x,1849,Faiz Ahmed Faiz,"This trembling light, this night-bitten dawn, / This is not the dawn we waited for so long. / This is not the dawn whose birth was sired, / By so many lives, by so much blood.",175
6,x,1850,Faiz Ahmed Faiz,"I bow to your streets, O my country, where / common law decrees none may raise their head. / Should one desire the grace of pilgrimage, / avoid the gaze of others, keep life and limb safe.",188
4,x,1851,Faiz Ahmed Faiz,"Do not ask, my love, for the love we had before: / You existed, I told myself, so all existence shone, / Grief for me was you; the world's grief was far. / Spring was ever renewed in your face: / Beyond your eyes, what could the world hold? / Had I won you, Fate's head would hang, defeated.",291
3,x,1852,Faiz Ahmed Faiz,"Before you came, / things were as they should be: / the sky was the dead-end of sight, / the road was just a road, wine merely wine. / Now everything is like my heart, / a color at the edge of blood: / the grey of your absence, the color of poison, of thorns, / the gold when we meet, the season ablaze, / the yellow of autumn, the red of flowers, of flames, / and the black when you cover the earth / with the coal of dead fires.",430
4,x,1853,Faiz Ahmed Faiz,"My beloved, / My own, / Do not demand the love / I gave you once. / For a moment, I really believed / That you alone gave meaning / To my withered life; / That the accelerating pain / Of my unrequited love, / Would make me forget / All other torments / Of this troubled world; / That your face lent stability / To the restless spring; / That nothing else mattered / In this empty world / But your deep, seductive eyes.",418
6,x,1854,Faiz Ahmed Faiz,"Your beauty guaranteed the spring, ordained its enduring green. Your eyes were all there was of value anywhere.",111
2,,1855,Faiz Ahmed Faiz,"Before you came things were just what they were: the road precisely a road, the horizon fixed, the limit of what could be seen, a glass of wine no more than a glass of wine.",173
3,x,1856,Faiz Ahmed Faiz,"The world knows sorrows other than those of love, pleasures beyond those of romance: The dread dark spell of countless centuries woven with silk and satin and gold brocade.",172
6,x,1857,Faiz Ahmed Faiz,"Your beauty is alluring as ever, your arms inviting as always: But how can I ever ignore all this ugliness, all this pain?",122
5,x,1858,Parveen Shakir,"Main sach kahungi magar phir bhi haar jaungi, Woh jhooth bolega aur la-jawab kar dega.",86
5,x,1859,Parveen Shakir,"Khush aaye tujhe shahr-e-munaafiq ki ameeri, Hum logon ko sach kehne ki aadat bhi bahut thi.",92
6,x,1860,Parveen Shakir,"Woh bhi sar-e-maqtal hai ki sach jis ka tha shaahid, Aur waaqif-e-ahvaal-e-adaalat bhi bahut thi.",97
5,x,1861,Parveen Shakir,"He is fragrance, and shall diffuse in the winds, / The trouble lies with the flower, where shall the flower go?",111
2,,1862,Parveen Shakir,"I thought it's just a wound that would heal at last, / Little did I know it would spread out to every part of my existence.",123
2,,1863,Parveen Shakir,My heart refuses to go down the path / That tries to separate you from me.,74
2,,1864,Parveen Shakir,"My quivering lips continue to utter just this prayer / That the time stops, that these moments freeze forever.",110
6,x,1865,Parveen Shakir,"Fatigued by travel, you have halted to respite in the desert / What do you care if someone is left all alone to continue this journey?",134
4,x,1866,Parveen Shakir,"Whenever you change, my eyes unwittingly / Wander over my fate in the pattern of my palms.",90
2,,1867,Parveen Shakir,"I wish for you a well-pleased life, a contented heart, / And a hope that you never have to suffer the agony of loneliness.",122
7,x,1868,Parveen Shakir,"No one will love you the way I did, / So do not fall in love again ever!",72
7,x,1869,Parveen Shakir,"A whole lifetime is required to know full well what beauty is, for girls do not reveal themselves in momentary encounters.",122
5,x,1870,Parveen Shakir,He is the fragrance that will disperse in the wind. Now the question is what will become of the flower.,103
4,x,1871,Parveen Shakir,Call him a cloud or a star or a breeze. He seemed elusive in the substance of her being.,88
3,x,1872,Parveen Shakir,"In the icy arms of marble, faced with this dreamy beauty, my eyes are in a daze.",80
2,,1873,Dalai Lama XIV (Tenzin Gyatso),"Try to remain truthful. The power of truth never declines. Force and violence may be effective in the short term, but in the long run it's truth that prevails.",159
2,,1874,Dalai Lama XIV (Tenzin Gyatso),We must not lose our trust in the power of truth. Everything is always changing in the world.,93
2,,1875,Dalai Lama XIV (Tenzin Gyatso),"If you are honest, truthful, and transparent, people trust you. If people trust you, you have no grounds for fear, suspicion or jealousy.",137
2,,1876,Dalai Lama XIV (Tenzin Gyatso),"The challenge today is to convince people of the value of truth, honesty, compassion and a concern for others.",110
6,x,1877,Dalai Lama XIV (Tenzin Gyatso),"From the viewpoint of absolute truth, what we feel and experience in our ordinary daily life is all delusion.",109
2,,1878,Dalai Lama XIV (Tenzin Gyatso),Love is the absence of judgment.,32
2,,1879,Dalai Lama XIV (Tenzin Gyatso),"Love and compassion are necessities, not luxuries. Without them, humanity cannot survive.",89
2,,1880,Dalai Lama XIV (Tenzin Gyatso),Remember that the best relationship is one in which your love for each other exceeds your need for each other.,110
2,,1881,Dalai Lama XIV (Tenzin Gyatso),The need for love lies at the very foundation of human existence.,65
2,,1882,Dalai Lama XIV (Tenzin Gyatso),"Give the ones you love wings to fly, roots to come back, and reasons to stay.",77
2,,1883,Dalai Lama XIV (Tenzin Gyatso),"The more you are motivated by love, the more fearless and free your action will be.",83
2,,1884,Dalai Lama XIV (Tenzin Gyatso),"If there is love, there is hope that one may have real families, real brotherhood, real equanimity, real peace.",111
2,,1885,Dalai Lama XIV (Tenzin Gyatso),Love and compassion are the pillars of world peace.,51
2,,1886,Dalai Lama XIV (Tenzin Gyatso),"People go to great lengths to look physically attractive, but inner beauty is a more important and stronger basis for lasting relationships.",140
2,,1887,Dalai Lama XIV (Tenzin Gyatso),"I often tease young people about their concern for how they look; more important is inner beauty--compassion, affection, and respect.",133
2,,1888,Dalai Lama XIV (Tenzin Gyatso),Real human beauty is expressed through warmheartedness.,55
2,,1889,Dalai Lama XIV (Tenzin Gyatso),"With genuine love and compassion, another person's appearance or behavior has no effect on your attitude.",105
3,x,1890,Dalai Lama XIV (Tenzin Gyatso),"Some people, sweet and attractive, and strong and healthy, happen to die young. They are masters in disguise teaching us about impermanence.",140
2,,1891,Pema Chödrön,Fear is a natural reaction to moving closer to the truth.,57
3,x,1892,Pema Chödrön,The truth you believe and cling to makes you unavailable to hear anything new.,78
1,,1893,Pema Chödrön,"In truth, there is enormous space in which to live our everyday lives.",70
2,,1894,Pema Chödrön,"We think that the point is to pass the test or overcome the problem, but the truth is that things don't really get solved. They come together and they fall apart.",162
2,,1895,Pema Chödrön,"The most fundamental aggression to ourselves, the most fundamental harm we can do to ourselves, is to remain ignorant by not having the courage and the respect to look at ourselves honestly and gently.",201
2,,1896,Pema Chödrön,"If we learn to open our hearts, anyone, including the people who drive us crazy, can be our teacher.",100
2,x,1897,Pema Chödrön,Compassion is not a relationship between the healer and the wounded. It's a relationship between equals. Only when we know our own darkness well can we be present with the darkness of others. Compassion becomes real when we recognize our shared humanity.,254
2,,1898,Pema Chödrön,The only reason we don't open our hearts and minds to other people is that they trigger confusion in us that we don't feel brave enough or sane enough to deal with.,164
2,,1899,Pema Chödrön,"Having compassion starts and ends with having compassion for all those unwanted parts of ourselves, all those imperfections that we don't even want to look at.",159
2,,1900,Pema Chödrön,"Without loving-kindness for ourselves, it is difficult to genuinely feel it for others.",87
2,,1901,Pema Chödrön,"Someone I loved once gave me a box full of darkness. It took me years to understand that this, too, was a gift.",111
4,x,1902,Pema Chödrön,"Whatever our quality is, that's our wealth and our beauty; that's what other people respond to.",95
2,x,1903,Pema Chödrön,"We see how beautiful and wonderful and amazing things are, and we see how caught up we are. It isn't that one is the bad part and one is the good part, but that it's a kind of interesting, smelly, rich, fertile mess of stuff. When it's all mixed up together, it's us: humanness.",278
2,,1904,Pema Chödrön,"That nothing is static or fixed, that all is fleeting and impermanent, is the first mark of existence.",102
2,,1905,Pema Chödrön,"One can appreciate and celebrate each moment -- there's nothing more sacred. There's nothing more vast or absolute. In fact, there's nothing more!",146
2,x,1906,Pema Chödrön,"Each moment is just what it is. It might be the only moment of our life; it might be the only strawberry we'll ever eat. We could get depressed about it, or we could finally appreciate it and delight in the preciousness of every single moment of our life.",255
2,,1907,Teresa of Ávila,"Truth suffers, but never dies.",30
4,x,1908,Teresa of Ávila,"It is a most certain truth, that the richer we see ourselves to be, confessing at the same time our poverty, the greater will be our progress, and the more real our humility.",174
2,,1909,Teresa of Ávila,To be humble is to walk in truth.,33
2,,1910,Teresa of Ávila,Never affirm anything unless you are sure it is true.,53
2,,1911,Teresa of Ávila,"Prayer is an act of love; words are not needed. Even if sickness distracts from thoughts, all that is needed is the will to love.",129
6,x,1912,Teresa of Ávila,"It is not a matter of thinking a great deal but of loving a great deal, so do whatever arouses you most to love.",112
2,,1913,Teresa of Ávila,Love draws forth love.,22
3,x,1914,Teresa of Ávila,"Accustom yourself continually to make many acts of love, for they enkindle and melt the soul.",93
6,x,1915,Teresa of Ávila,True love grows by sacrifice and the more thoroughly the soul rejects natural satisfaction the stronger and more detached its tenderness becomes.,145
2,,1916,Teresa of Ávila,Love makes labour light. Love alone gives value to all things.,62
5,x,1917,Teresa of Ávila,"So dearly does His Majesty love us that He will reward our love for our neighbor by increasing the love which we bear to Himself, and that in a thousand ways.",158
2,,1918,Teresa of Ávila,It is not so essential to think much as to love much.,53
2,,1919,Teresa of Ávila,It is the nature of love to work in a thousand different ways.,62
5,x,1920,Teresa of Ávila,"Nothing can be compared to the great beauty and capabilities of a soul; however keen our intellects may be, they are as unable to comprehend them as to comprehend God, for, as He has told us, He created us in His own image and likeness.",236
5,x,1921,Teresa of Ávila,"As to what good qualities there may be in our souls, or who dwells within them, or how precious they are -- those are things which we seldom consider and so we trouble little about carefully preserving the soul's beauty.",220
5,x,1922,Teresa of Ávila,"In a state of grace, the soul is like a well of limpid water, from which flow only streams of clearest crystal. Its works are pleasing both to God and man, rising from the River of Life, beside which it is rooted like a tree.",225
2,,1923,Teresa of Ávila,"We may speak of love and humility as the true flowers of spiritual growth; and they give off a wonderful scent, which benefits all those who come near.",151
5,x,1924,St. Francis of Assisi,"Where there is error, may we bring truth.",41
2,,1925,St. Francis of Assisi,Truth needs not to be proved; it is its own witness.,52
5,x,1926,St. Francis of Assisi,"We must all be on our guard against pride and empty boasting and beware of worldly or natural wisdom. A worldly spirit loves to talk a lot but do nothing, striving for the exterior signs of holiness that people can see, with no desire for true piety and interior holiness of spirit.",282
6,x,1927,St. Francis of Assisi,"Humility, patience, perfect simplicity, and true peace of heart are all its aim, but above everything else it desires the fear of God, the divine wisdom and the divine love of the Father, Son, and Holy Spirit.",209
6,x,1928,St. Francis of Assisi,"When we see or hear people speaking or doing evil or blaspheming God, we must say and do good, praising God, who is blessed forever.",132
2,,1929,St. Francis of Assisi,"Lord, make me an instrument of thy peace. Where there is hatred, let me sow love.",81
2,,1930,St. Francis of Assisi,"Lord, grant that I might not so much seek to be loved as to love.",65
2,,1931,St. Francis of Assisi,For it is in giving that we receive.,36
2,,1932,St. Francis of Assisi,"Where there is charity and wisdom, there is neither fear nor ignorance.",71
3,x,1933,St. Francis of Assisi,Blessed is the servant who loves his brother as much when he is sick and useless as when he is well and can be of service to him.,129
2,,1934,St. Francis of Assisi,"Dear God, please reveal to us your sublime beauty, that is everywhere, everywhere, everywhere, so that we will never again feel frightened.",139
2,,1935,St. Francis of Assisi,A single sunbeam is enough to drive away many shadows.,54
2,,1936,St. Francis of Assisi,All the darkness in the world cannot extinguish the light of a single candle.,77
2,,1937,St. Francis of Assisi,"Be praised, my Lord, through all your creatures, especially through my lord Brother Sun, who brings the day; and you give light through him. And he is beautiful and radiant in all his splendor! Of you, Most High, he bears the likeness.",235
2,,1938,St. Francis of Assisi,"Be praised, my Lord, through Sister Moon and the stars; in the heavens you have made them, precious and beautiful.",114
3,x,1939,St. Francis of Assisi,"Be praised, my Lord, through our sister Mother Earth, who feeds us and rules us, and produces various fruits with colored flowers and herbs.",140
4,x,1940,Meister Eckhart,"I tell you the truth, any object you have in your mind, however good, will be a barrier between you and the inmost Truth.",121
7,x,1941,Meister Eckhart,"Truth is something so noble that if God could turn aside from it, I could keep the truth and let God go.",104
4,x,1942,Meister Eckhart,Only the hand that erases can write the true thing.,51
4,x,1943,Meister Eckhart,"The eye through which I see God is the same eye through which God sees me; my eye and God's eye are one eye, one seeing, one knowing, one love.",143
2,,1944,Meister Eckhart,"All true morality, inward and outward, is comprehended in love, for love is the foundation of all the commandments.",115
2,,1945,Meister Eckhart,"As God can only be seen by His own light, so He can only be loved by His own love.",82
5,x,1946,Meister Eckhart,"If you love yourself, you love everybody else as you do yourself. As long as you love another person less than yourself, you will not succeed in loving yourself, but if you love all alike, including yourself, you will love them as one person and that person is both God and man.",278
5,x,1947,Meister Eckhart,"Love is as strong as death, as hard as Hell. Death separates the soul from the body, but love separates all things from the soul.",129
2,,1948,Meister Eckhart,"What a man takes in by contemplation, that he pours out in love.",64
2,,1949,Meister Eckhart,This then is salvation - when we marvel at the beauty of created things and praise their beautiful Creator.,107
2,,1950,Meister Eckhart,Grace pours all beauty into the soul ... The soul means the world.,66
2,,1951,Meister Eckhart,"Apprehend God in all things, for God is in all things. Every single creature is full of God and is a book about God. Every creature is a word of God.",149
2,,1952,Julian of Norwich,"Truth sees God, and wisdom contemplates God, and from these two comes a third, a holy and wonderful delight in God, who is love.",128
2,,1953,Julian of Norwich,"Where Truth and Wisdom are verily, there is Love verily, coming of them both.",77
5,x,1954,Julian of Norwich,"God is endless, sovereign Truth,--Wisdom,--Love, not-made; and man's Soul is a creature in God which hath the same properties made.",131
2,,1955,Julian of Norwich,"Our life is all grounded and rooted in love, and without love we may not live.",78
2,,1956,Julian of Norwich,"He that made all things for love, by the same love keepeth them, and shall keep them without end.",97
3,x,1957,Julian of Norwich,Wouldest thou wit thy Lord's meaning in this thing? Wit it well: Love was his meaning. Who shewed it thee? Love. What shewed He thee? Love. Wherefore shewed it He? for Love...Thus was I learned that Love is our Lord's meaning.,226
2,,1958,Julian of Norwich,God loved us before he made us; and his love has never diminished and never shall.,82
2,,1959,Julian of Norwich,The greatest honor we can give Almighty God is to live gladly because of the knowledge of his love.,99
4,x,1960,Julian of Norwich,"In life is marvellous homeliness, and in love is gentle courtesy, and in light is endless Nature-hood.",102
5,x,1961,Julian of Norwich,"For Nature is all good and fair in itself, and Grace was sent out to save Nature and destroy sin, and bring again fair nature to the blessed point from whence it came: that is God.",180
5,x,1962,Julian of Norwich,"And thus an horrible thing to see for the loved soul that would be all fair and shining in the sight of God, as Nature and Grace teacheth.",138
5,x,1963,Julian of Norwich,"The soul that beholdeth the fair nature of our Lord Jesus, it hateth no hell but sin.",85
2,,1964,Hildegard of Bingen,The truth is like a tree that has deep roots and high branches.,63
2,,1965,Hildegard of Bingen,Truthfulness is like a mirror that shows us who we really are and what we need to do in life.,93
2,,1966,Hildegard of Bingen,Honesty is like a light that dispels darkness and reveals the truth.,68
2,,1967,Hildegard of Bingen,"What I do not see I do not know. I see, hear and know simultaneously and learn what I know as if in a moment.",109
4,x,1968,Hildegard of Bingen,"Just as a mirror, which reflects all things, is set in its own container, so too the rational soul is placed in the fragile container of the body. In this way, the body is governed in its earthly life by the soul, and the soul contemplates heavenly things through faith.",270
4,x,1969,Hildegard of Bingen,"Love abounds in all things, excels from the depths to beyond the stars, is lovingly disposed to all things. She has given the king on high the kiss of peace.",157
4,x,1970,Hildegard of Bingen,"The soul is kissed by God in its innermost regions. With interior yearning, grace and blessing are bestowed. It is a yearning to take on God's gentle yoke, It is a yearning to give one's self to God's Way.",205
2,,1971,Hildegard of Bingen,"We shall awaken from our dullness and rise vigorously toward justice. If we fall in love with creation deeper and deeper, we will respond to its endangerment with passion.",171
6,x,1972,Hildegard of Bingen,"Love, which, in concert with Abstinence, established Faith, and which, along with Patience, builds up Chastity, is like the columns that sustain the four corners of a house.",173
2,,1973,Hildegard of Bingen,It is the love of God that flows through all creation... Humanity is called to participate in this love by caring for the earth and all its creatures.,150
5,x,1974,Hildegard of Bingen,"She is so bright and glorious that you cannot look at her face or her garments for the splendor with which she shines. For she is terrible with the terror of the avenging lightning, and gentle with the goodness of the bright sun; and both her terror and her gentleness are incomprehensible to humans... But she is with everyone and in everyone, and so beautiful is her secret that no person can know the sweetness with which she sustains people, and spares them in inscrutable mercy.",483
4,x,1975,Hildegard of Bingen,"I am the fiery life of the essence of God; I am the flame above the beauty in the fields; I shine in the waters; I burn in the sun, the moon, and the stars. And with the airy wind, I quicken all things vitally by an unseen, all-sustaining life.",244
2,,1976,Hildegard of Bingen,"Glance at the sun. See the moon and the stars. Gaze at the beauty of the Earth's greenings. Now, think.",103
2,,1977,Hildegard of Bingen,"Every creature is a glittering, glistening mirror of Divinity.",62
2,,1978,Hildegard of Bingen,"Humanity, take a good look at yourself. Inside, you've got heaven and earth, and all of creation. You're a world--everything is hidden in you.",142
5,x,1979,Mother Teresa,"The truth is nothing but humility, and when we are humble, we are holy.",71
6,x,1980,Mother Teresa,"Humility is truth, therefore in all sincerity we must be able to look up and say, 'I can do all things in Him who strengthens me.' By yourself you can do nothing, have nothing but sin, weakness and misery. All the gifts of nature and grace you have them from God.",263
3,x,1981,Mother Teresa,Honesty and transparency make you vulnerable. Be honest and transparent anyway.,79
3,x,1982,Mother Teresa,"If you judge people, you have no time to love them.",51
2,,1983,Mother Teresa,Not all of us can do great things. But we can do small things with great love.,78
2,,1984,Mother Teresa,"Every time you smile at someone, it is an action of love, a gift to that person, a beautiful thing.",99
4,x,1985,Mother Teresa,"Love begins at home, and it is not how much we do... but how much love we put in that action.",93
2,,1986,Mother Teresa,Spread love everywhere you go. Let no one ever come to you without leaving happier.,83
2,,1987,Mother Teresa,"Intense love does not measure, it just gives.",45
4,x,1988,Mother Teresa,The hunger for love is much more difficult to remove than the hunger for bread.,79
4,x,1989,Mother Teresa,"I have found the paradox, that if you love until it hurts, there can be no more hurt, only more love.",101
2,,1990,Mother Teresa,"Love is a fruit in season at all times, and within reach of every hand.",71
3,x,1991,Mother Teresa,"Do not think that love, in order to be genuine, has to be extraordinary.",72
2,,1992,Mother Teresa,"Life is beauty, admire it.",26
5,x,1993,Mother Teresa,Do you want to do something beautiful for God? There is a person who needs you. This is your chance.,100
2,,1994,Mother Teresa,"Let us always meet each other with a smile, for the smile is the beginning of love.",83
8,x,1995,Mother Teresa,"Purity, chastity, and virginity created a special beauty in Mary that attracted God's attention.",96
2,,1996,Virginia Woolf,If you do not tell the truth about yourself you cannot tell it about other people.,82
2,,1997,Virginia Woolf,"For there is a virtue in truth; it has an almost mystic power. Like radium, it seems to give off forever and ever grains of energy, atoms of light.",147
2,,1998,Virginia Woolf,"It is in our idleness, in our dreams, that the submerged truth sometimes comes to the top.",90
4,x,1999,Virginia Woolf,"Mental fight means thinking against the current, not with it. It is our business to puncture gas bags and discover the seeds of truth.",134
3,x,2000,Virginia Woolf,Truth is only to be had by laying together many varieties of error.,67
2,,2001,Virginia Woolf,"One cannot think well, love well, sleep well, if one has not dined well.",72
2,,2002,Virginia Woolf,"I see you everywhere, in the stars, in the river, to me you're everything that exists; the reality of everything.",113
5,x,2003,Virginia Woolf,Just in case you ever foolishly forget; I'm never not thinking of you.,70
7,x,2004,Virginia Woolf,"Love, the poet said, is woman's whole existence.",48
4,x,2005,Virginia Woolf,To love makes one solitary.,27
4,x,2006,Virginia Woolf,What does the brain matter compared with the heart?,51
2,,2007,Virginia Woolf,But nothing is so strange when one is in love (and what was this except being in love?) as the complete indifference of other people.,133
4,x,2008,Virginia Woolf,"There was a star riding through clouds one night, and I said to the star 'Consume me'.",86
4,x,2009,Virginia Woolf,"Beauty was not everything. Beauty had this penalty--it came too readily, came too completely. It stilled life--froze it.",120
3,x,2010,Virginia Woolf,"Beauty, the world seemed to say. And as if to prove it (scientifically) wherever he looked... beauty sprang instantly... Beauty was everywhere.",143
3,x,2011,Virginia Woolf,No sooner have you feasted on beauty with your eyes than your mind tells you that beauty is vain and beauty passes.,115
6,x,2012,Virginia Woolf,"As for the beauty of women, it is like the light on the sea, never constant to a single wave. They all have it; they all lose it.",129
2,,2013,Virginia Woolf,The inner life has its soft and gentle beauty; an abstract formlessness as well as a subtle charm.,98
6,x,2014,Virginia Woolf,"The beautiful seems right by force of beauty, and the feeble wrong because of weakness.",87
5,x,2015,Allen Ginsberg,I don't think there is any truth. There are only points of view.,64
6,x,2016,Allen Ginsberg,"Truth is dissent, where all power resides in the Big Lie.",57
2,,2017,Allen Ginsberg,The only thing that can save the world is the reclaiming of the awareness of the world. That's what poetry does. By poetry I mean the imagining of what has been lost and what can be found--the imagining of who we are and the slow realization of it.,248
3,x,2018,Allen Ginsberg,Poetry is the one place where people can speak their original human mind. It is the outlet for people to say in public what is known in private.,144
2,,2019,Allen Ginsberg,"The weight of the world is love. Under the burden of solitude, under the burden of dissatisfaction.",99
4,x,2020,Allen Ginsberg,"No rest without love, no sleep without dreams of love--be mad or chill obsessed with angels or machines, the final wish is love--cannot be bitter, cannot deny, cannot withhold if denied: the weight is too heavy.",211
2,,2021,Allen Ginsberg,I speak of love that comes to mind: the moon is faithful...,59
4,x,2022,Allen Ginsberg,"Be careful, you are not in Wonderland. I've heard the strange madness long growing in your soul. But you are fortunate in your ignorance, in your isolation. You who have suffered, find where love hides. Give, share, lose--lest we die, unbloomed.",245
4,x,2023,Allen Ginsberg,"I shudder, I see the love, I'm doomed, my heart melts again--can't stand not to be in love, can't stand not to be melting with real tenderness, childlike need sweetnesses, that's what's wrong with me.",200
2,,2024,Allen Ginsberg,We're all golden sunflowers inside.,35
